"region","produktionssätt","bränsletyp","2009","2010","2011","2012","2013"
"1465 Svenljunga","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"1465 Svenljunga","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"1465 Svenljunga","vattenkraft","elproduktion",51443,59970,74600,72248,46817
"1465 Svenljunga","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"1465 Svenljunga","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"1465 Svenljunga","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"1465 Svenljunga","vattenkraft","flytande (förnybara)",0,0,0,0,0
"1465 Svenljunga","vattenkraft","fast (förnybara)",0,0,0,0,0
"1465 Svenljunga","vattenkraft","gas (förnybara)",0,0,0,0,0
"1465 Svenljunga","vattenkraft","summa produktionssätt",0,0,0,0,0
"1465 Svenljunga","vindkraft","elproduktion",..,..,..,0,0
"1465 Svenljunga","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"1465 Svenljunga","vindkraft","fast (icke förnybara)",..,..,..,0,0
"1465 Svenljunga","vindkraft","gas (icke förnybara)",..,..,..,0,0
"1465 Svenljunga","vindkraft","flytande (förnybara)",..,..,..,0,0
"1465 Svenljunga","vindkraft","fast (förnybara)",..,..,..,0,0
"1465 Svenljunga","vindkraft","gas (förnybara)",..,..,..,0,0
"1465 Svenljunga","vindkraft","summa produktionssätt",..,..,..,0,0
"1466 Herrljunga","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"1466 Herrljunga","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"1466 Herrljunga","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"1466 Herrljunga","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"1466 Herrljunga","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"1466 Herrljunga","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"1466 Herrljunga","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"1466 Herrljunga","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
"1466 Herrljunga","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","elproduktion",0,0,0,0,0
"1466 Herrljunga","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (icke förnybara)",0,0,0,0,0
"1466 Herrljunga","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (icke förnybara)",0,0,0,0,0
"1466 Herrljunga","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (icke förnybara)",0,0,0,0,0
"1466 Herrljunga","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","flytande (förnybara)",0,0,0,0,0
"1466 Herrljunga","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","fast (förnybara)",0,0,0,0,0
"1466 Herrljunga","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","gas (förnybara)",0,0,0,0,0
"1466 Herrljunga","övrig värmekraft (kärnkraft, kondenskraft o.dyl.)","summa produktionssätt",0,0,0,0,0
"1466 Herrljunga","vattenkraft","elproduktion",..,..,..,..,..
"1466 Herrljunga","vattenkraft","flytande (icke förnybara)",0,0,0,0,0
"1466 Herrljunga","vattenkraft","fast (icke förnybara)",0,0,0,0,0
"1466 Herrljunga","vattenkraft","gas (icke förnybara)",0,0,0,0,0
"1466 Herrljunga","vattenkraft","flytande (förnybara)",0,0,0,0,0
"1466 Herrljunga","vattenkraft","fast (förnybara)",0,0,0,0,0
"1466 Herrljunga","vattenkraft","gas (förnybara)",0,0,0,0,0
"1466 Herrljunga","vattenkraft","summa produktionssätt",0,0,0,0,0
"1466 Herrljunga","vindkraft","elproduktion",..,..,..,0,0
"1466 Herrljunga","vindkraft","flytande (icke förnybara)",..,..,..,0,0
"1466 Herrljunga","vindkraft","fast (icke förnybara)",..,..,..,0,0
"1466 Herrljunga","vindkraft","gas (icke förnybara)",..,..,..,0,0
"1466 Herrljunga","vindkraft","flytande (förnybara)",..,..,..,0,0
"1466 Herrljunga","vindkraft","fast (förnybara)",..,..,..,0,0
"1466 Herrljunga","vindkraft","gas (förnybara)",..,..,..,0,0
"1466 Herrljunga","vindkraft","summa produktionssätt",..,..,..,0,0
"1470 Vara","kraftvärmeverk + industriellt mottryck","elproduktion",0,0,0,0,0
"1470 Vara","kraftvärmeverk + industriellt mottryck","flytande (icke förnybara)",0,0,0,0,0
"1470 Vara","kraftvärmeverk + industriellt mottryck","fast (icke förnybara)",0,0,0,0,0
"1470 Vara","kraftvärmeverk + industriellt mottryck","gas (icke förnybara)",0,0,0,0,0
"1470 Vara","kraftvärmeverk + industriellt mottryck","flytande (förnybara)",0,0,0,0,0
"1470 Vara","kraftvärmeverk + industriellt mottryck","fast (förnybara)",0,0,0,0,0
"1470 Vara","kraftvärmeverk + industriellt mottryck","gas (förnybara)",0,0,0,0,0
"1470 Vara","kraftvärmeverk + industriellt mottryck","summa produktionssätt",0,0,0,0,0
