"region","förbrukarkategori","bränsletyp","2009","2010","2011","2012","2013"
"14 Västra Götalands län","slutanv. småhus","el",4352905,..,..,..,..
"14 Västra Götalands län","slutanv. småhus","summa förbrukarkategori",6973987,..,6370709,..,6401454
"14 Västra Götalands län","slutanv. flerbostadshus","flytande (icke förnybara)",29721,23890,16768,17756,17531
"14 Västra Götalands län","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"14 Västra Götalands län","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"14 Västra Götalands län","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"14 Västra Götalands län","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"14 Västra Götalands län","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"14 Västra Götalands län","slutanv. flerbostadshus","fjärrvärme",1629633,4150898,..,..,3910569
"14 Västra Götalands län","slutanv. flerbostadshus","el",1023871,1052304,..,1044867,1015623
"14 Västra Götalands län","slutanv. flerbostadshus","summa förbrukarkategori",2683225,5227092,..,..,4943723
"14 Västra Götalands län","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"14 Västra Götalands län","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"14 Västra Götalands län","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"14 Västra Götalands län","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"14 Västra Götalands län","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"14 Västra Götalands län","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"14 Västra Götalands län","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"14 Västra Götalands län","slutanv. fritidshus","el",0,..,..,382491,372905
"14 Västra Götalands län","slutanv. fritidshus","summa förbrukarkategori",0,..,..,382491,372905
"17 Värmlands län","slutanv. småhus","flytande (icke förnybara)",28878,43572,31764,..,..
"17 Värmlands län","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. småhus","fast (förnybara)",699431,654355,634103,610569,586464
"17 Värmlands län","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. småhus","fjärrvärme",150333,188911,143904,157306,158841
"17 Värmlands län","slutanv. småhus","el",940263,993580,829627,877767,895825
"17 Värmlands län","slutanv. småhus","summa förbrukarkategori",1818905,1880417,1639398,..,..
"17 Värmlands län","slutanv. flerbostadshus","flytande (icke förnybara)",5466,6419,3928,3553,2054
"17 Värmlands län","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. flerbostadshus","fjärrvärme",520129,621842,518064,543107,535587
"17 Värmlands län","slutanv. flerbostadshus","el",134394,154050,160028,139917,146858
"17 Värmlands län","slutanv. flerbostadshus","summa förbrukarkategori",659988,782311,682020,686577,684499
"17 Värmlands län","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"17 Värmlands län","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"17 Värmlands län","slutanv. fritidshus","el",0,99780,74790,81596,80336
"17 Värmlands län","slutanv. fritidshus","summa förbrukarkategori",0,99780,74790,81596,80336
"18 Örebro län","slutanv. småhus","flytande (icke förnybara)",14462,26945,17482,..,..
"18 Örebro län","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. småhus","fast (förnybara)",505874,522950,506766,..,468693
"18 Örebro län","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. småhus","fjärrvärme",..,167883,153464,157051,150411
"18 Örebro län","slutanv. småhus","el",835906,887858,779078,824290,..
"18 Örebro län","slutanv. småhus","summa förbrukarkategori",..,1605637,1456790,..,..
"18 Örebro län","slutanv. flerbostadshus","flytande (icke förnybara)",2137,3003,1690,1543,1338
"18 Örebro län","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. flerbostadshus","fjärrvärme",..,800345,660157,708530,687031
"18 Örebro län","slutanv. flerbostadshus","el",181023,179804,180222,174348,171663
"18 Örebro län","slutanv. flerbostadshus","summa förbrukarkategori",..,983152,842069,884421,860032
"18 Örebro län","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"18 Örebro län","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"18 Örebro län","slutanv. fritidshus","el",0,61782,47843,54517,52805
"18 Örebro län","slutanv. fritidshus","summa förbrukarkategori",0,61782,47843,54517,52805
"19 Västmanlands län","slutanv. småhus","flytande (icke förnybara)",12688,5577,2508,..,..
"19 Västmanlands län","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. småhus","fast (förnybara)",291790,294547,285431,..,..
"19 Västmanlands län","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. småhus","fjärrvärme",..,503993,415435,462731,409882
"19 Västmanlands län","slutanv. småhus","el",613247,627228,546350,584388,561710
"19 Västmanlands län","slutanv. småhus","summa förbrukarkategori",..,1431344,1249724,..,..
"19 Västmanlands län","slutanv. flerbostadshus","flytande (icke förnybara)",256,419,250,64,109
"19 Västmanlands län","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. flerbostadshus","fjärrvärme",..,1008099,848060,890690,816687
"19 Västmanlands län","slutanv. flerbostadshus","el",152794,154270,151642,153218,150435
"19 Västmanlands län","slutanv. flerbostadshus","summa förbrukarkategori",..,1162788,999951,1043972,967231
"19 Västmanlands län","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"19 Västmanlands län","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"19 Västmanlands län","slutanv. fritidshus","el",0,55350,47046,53058,50377
"19 Västmanlands län","slutanv. fritidshus","summa förbrukarkategori",0,55350,47046,53058,50377
"20 Dalarnas län","slutanv. småhus","flytande (icke förnybara)",14390,28631,20902,..,..
"20 Dalarnas län","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. småhus","fast (förnybara)",828104,741916,683404,692271,664940
"20 Dalarnas län","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. småhus","fjärrvärme",209768,239889,..,..,..
"20 Dalarnas län","slutanv. småhus","el",1234297,1104102,954580,1033897,1019486
"20 Dalarnas län","slutanv. småhus","summa förbrukarkategori",2286559,2114537,..,1970830,1919082
"20 Dalarnas län","slutanv. flerbostadshus","flytande (icke förnybara)",1864,2325,872,547,540
"20 Dalarnas län","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. flerbostadshus","fjärrvärme",596033,677158,547225,..,..
"20 Dalarnas län","slutanv. flerbostadshus","el",132313,153303,140840,144720,142062
"20 Dalarnas län","slutanv. flerbostadshus","summa förbrukarkategori",730209,832786,688937,..,..
"20 Dalarnas län","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"20 Dalarnas län","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"20 Dalarnas län","slutanv. fritidshus","el",0,239536,179133,208411,202986
"20 Dalarnas län","slutanv. fritidshus","summa förbrukarkategori",0,239536,179133,208411,202986
"21 Gävleborgs län","slutanv. småhus","flytande (icke förnybara)",9056,19127,13882,..,..
"21 Gävleborgs län","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. småhus","fast (förnybara)",797253,698367,676754,..,..
"21 Gävleborgs län","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. småhus","fjärrvärme",202919,234827,189690,208118,..
"21 Gävleborgs län","slutanv. småhus","el",890089,887121,778586,825295,817675
"21 Gävleborgs län","slutanv. småhus","summa förbrukarkategori",1899317,1839442,1658912,..,..
"21 Gävleborgs län","slutanv. flerbostadshus","flytande (icke förnybara)",671,3710,2852,1424,834
"21 Gävleborgs län","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. flerbostadshus","fjärrvärme",822491,945054,813866,861461,..
"21 Gävleborgs län","slutanv. flerbostadshus","el",157821,160798,167847,149193,143174
"21 Gävleborgs län","slutanv. flerbostadshus","summa förbrukarkategori",980982,1109562,984565,1012078,..
"21 Gävleborgs län","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"21 Gävleborgs län","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"21 Gävleborgs län","slutanv. fritidshus","el",0,..,76397,84982,..
"21 Gävleborgs län","slutanv. fritidshus","summa förbrukarkategori",0,..,76397,84982,..
"22 Västernorrlands län","slutanv. småhus","flytande (icke förnybara)",14316,21095,8936,..,..
"22 Västernorrlands län","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. småhus","fast (förnybara)",645480,521580,505438,..,..
"22 Västernorrlands län","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. småhus","fjärrvärme",132274,..,..,160897,157181
"22 Västernorrlands län","slutanv. småhus","el",..,956771,801121,..,..
"22 Västernorrlands län","slutanv. småhus","summa förbrukarkategori",..,..,..,1518766,1488892
"22 Västernorrlands län","slutanv. flerbostadshus","flytande (icke förnybara)",1394,209,125,4247,4398
"22 Västernorrlands län","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. flerbostadshus","fjärrvärme",591491,..,..,572040,547579
"22 Västernorrlands län","slutanv. flerbostadshus","el",..,146410,141678,..,..
"22 Västernorrlands län","slutanv. flerbostadshus","summa förbrukarkategori",..,..,..,..,..
"22 Västernorrlands län","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"22 Västernorrlands län","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"22 Västernorrlands län","slutanv. fritidshus","el",0,..,..,..,..
"22 Västernorrlands län","slutanv. fritidshus","summa förbrukarkategori",0,..,..,..,..
"23 Jämtlands län","slutanv. småhus","flytande (icke förnybara)",3298,6639,4657,..,..
"23 Jämtlands län","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. småhus","fast (förnybara)",332232,261685,253586,..,..
"23 Jämtlands län","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. småhus","fjärrvärme",76638,99806,..,104092,110085
"23 Jämtlands län","slutanv. småhus","el",644645,498442,408351,437024,..
"23 Jämtlands län","slutanv. småhus","summa förbrukarkategori",1056812,866572,..,788491,..
"23 Jämtlands län","slutanv. flerbostadshus","flytande (icke förnybara)",449,1182,1112,404,110
"23 Jämtlands län","slutanv. flerbostadshus","fast (icke förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. flerbostadshus","gas (icke förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. flerbostadshus","flytande (förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. flerbostadshus","fast (förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. flerbostadshus","gas (förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. flerbostadshus","fjärrvärme",342490,423226,..,351538,..
"23 Jämtlands län","slutanv. flerbostadshus","el",91147,91340,83964,88064,76972
"23 Jämtlands län","slutanv. flerbostadshus","summa förbrukarkategori",..,515748,..,440006,..
"23 Jämtlands län","slutanv. fritidshus","flytande (icke förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. fritidshus","fast (icke förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. fritidshus","gas (icke förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. fritidshus","flytande (förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. fritidshus","fast (förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. fritidshus","gas (förnybara)",0,0,0,0,0
"23 Jämtlands län","slutanv. fritidshus","fjärrvärme",0,0,0,0,0
"23 Jämtlands län","slutanv. fritidshus","el",0,195082,158257,173524,175576
"23 Jämtlands län","slutanv. fritidshus","summa förbrukarkategori",0,195082,158257,173524,175576
"24 Västerbottens län","slutanv. småhus","flytande (icke förnybara)",6819,6355,2626,..,..
"24 Västerbottens län","slutanv. småhus","fast (icke förnybara)",0,0,0,0,0
"24 Västerbottens län","slutanv. småhus","gas (icke förnybara)",0,0,0,0,0
"24 Västerbottens län","slutanv. småhus","flytande (förnybara)",0,0,0,0,0
"24 Västerbottens län","slutanv. småhus","fast (förnybara)",597902,595167,576748,555342,533417
"24 Västerbottens län","slutanv. småhus","gas (förnybara)",0,0,0,0,0
"24 Västerbottens län","slutanv. småhus","fjärrvärme",249986,279214,254775,..,..
"24 Västerbottens län","slutanv. småhus","el",1072623,1003132,875974,938036,892445
